word,count,,,
going, 121
gone, 9
gonna, 34
good, 157
goodmorning, 13
goodnight, 4
google, 4
got, 164
gotta, 9
gr, 9
gravity, 4
great, 73
grins, 6
grl, 4
group, 5
gt, 5
gud, 41
guess, 25
guide, 4
guy, 16
guys, 23
gym, 7
ha, 10
had, 62
haf, 14
haha, 39
hai, 5
hair, 18
half, 19
hand, 11
hands, 4
happen, 16
happend, 4
happened, 11
happening, 7
happens, 5
happiness, 10
happy, 84
hard, 9
has, 60
hasnt, 4
hav, 20
have, 323
havent, 26
having, 31
he, 129
head, 15
hear, 21
heard, 6
heart, 28
heavy, 6
hee, 10
height, 4
hell, 9
hella, 4
hello, 32
help, 22
her, 74
here, 80
hes, 21
hey, 69
hi, 85
high, 4
him, 70
hip, 4
his, 43
hit, 7
hiya, 4
hmm, 6
hmmm, 8
ho, 5
hold, 10
holding, 4
holiday, 8
home, 103
honey, 5
hook, 6
hop, 7
hope, 63
hopefully, 4
hoping, 9
hospital, 4
hostel, 4
hot, 5
hour, 20
hours, 12
house, 25
housemaid, 6
how, 175
however, 6
hows, 25
howz, 6
hr, 4
hrs, 8
hug, 4
huh, 13
hungry, 8
hurry, 4
hurt, 17
hurts, 4
iam, 5
ice, 6
id, 22
idea, 7
if, 241
il, 7
ill, 181
im, 302
imagine, 6
imma, 6
immediately, 5
important, 7
in, 569
india, 9
indian, 4
inside, 4
instead, 4
insurance, 4
interesting, 4
interview, 4
into, 22
invited, 6
ish, 12
isnt, 15
itplspls, 4
its, 208
itself, 9
ive, 52
j, 5
january, 5
jay, 10
jazz, 4
jesus, 4
jiu, 4
job, 34
john, 11
join, 8
joined, 4
joke, 4
joys, 9
jus, 26
just, 204
juz, 15
k, 42
kallis, 6
kate, 6
kb, 7
keep, 40
kettoda, 4
ki, 6
kids, 6
kind, 10
kinda, 7
king, 4
kiss, 19
knew, 7
know, 173
knows, 8
knw, 9
la, 5
lady, 6
laptop, 11
lar, 27
last, 41
late, 43
later, 82
latr, 4
laugh, 5
lazy, 7
lead, 4
learn, 4
least, 9
leave, 34
leaves, 8
leaving, 12
lect, 9
lecture, 4
left, 21
leh, 17
lei, 13
lemme, 4
less, 6
lesson, 12
lessons, 7
let, 50
lets, 12
liao, 23
library, 8
lie, 4
life, 51
lift, 5
light, 11
like, 163
liked, 4
line, 6
list, 4
listen, 6
little, 18
live, 15
ll, 7
lmao, 4
loads, 9
loan, 5
log, 7
lol, 52
long, 30
longer, 4
look, 18
looking, 15
looks, 6
lor, 106
lose, 18
lost, 9
lot, 23
lots, 13
lovable, 9
love, 137
loved, 8
lovely, 13
lover, 6
loverboy, 5
loving, 9
lt, 4
ltdecimalgt, 20
ltgt, 207
lttimegt, 6
lucky, 9
lunch, 31
luv, 24
m, 8
ma, 4
made, 23
mah, 10
mail, 21
make, 57
makes, 17
making, 21
man, 34
manda, 4
many, 36
march, 10
mark, 4
marriage, 6
married, 5
marry, 5
mate, 9
matter, 4
may, 29
mayb, 4
maybe, 22
me, 525
mean, 14
means, 19
meant, 13
meanwhile, 4
medical, 5
meet, 52
meeting, 27
meh, 6
mei, 6
melle, 6
men, 4
menu, 6
merry, 7
message, 37
messages, 6
met, 8
mid, 4
midnight, 4
might, 26
min, 18
mind, 32
mine, 9
mins, 6
minute, 8
minutes, 21
minuts, 4
miracle, 6
miss, 55
missed, 13
missing, 20
mistake, 6
mite, 4
mm, 8
mo, 6
moan, 4
mobile, 9
mode, 7
model, 4
mom, 7
moment, 6
moms, 8
mon, 5
monday, 7
money, 42
month, 20
months, 9
mood, 5
more, 51
morning, 61
most, 21
move, 9
movie, 13
movies, 7
mr, 6
mrng, 11
mrt, 5
msg, 42
msgs, 6
mu, 12
much, 75
mum, 10
murder, 6
murdered, 6
murderer, 6
must, 17
muz, 6
my, 535
myself, 8
n, 96
na, 9
nah, 9
naked, 5
name, 18
natural, 4
nature, 4
naughty, 5
nd, 9
near, 8
need, 106
needs, 10
net, 6
network, 4
neva, 13
never, 25
new, 45
news, 5
next, 26
ni, 7
nice, 38
nigeria, 5
night, 76
nite, 14
no, 201
nobody, 6
noe, 14
none, 5
noon, 11
nope, 10
normal, 7
not, 288
nothing, 24
now, 194
nt, 11
num, 5
number, 43
nyt, 8
o, 12
off, 35
offer, 5
office, 19
oh, 73
ok, 202
okay, 19
okie, 14
old, 10
omw, 6
on, 280
once, 28
one, 108
ones, 5
online, 17
only, 86
oops, 6
open, 9
opinion, 6
or, 161
orchard, 7
order, 5
oredi, 11
oru, 4
oso, 17
other, 30
others, 5
otherwise, 9
our, 47
out, 156
outside, 11
over, 42
own, 4
pa, 25
page, 5
paid, 4
pain, 19
paper, 9
parents, 11
park, 7
part, 14
party, 11
pass, 6
passionate, 4
past, 6
pay, 28
paying, 6
people, 32
per, 13
person, 30
persons, 6
pete, 4
phone, 52
photos, 4
pic, 5
pick, 48
picking, 10
pics, 6
pictures, 4
pizza, 6
place, 40
places, 5
plan, 19
plane, 5
planning, 5
plans, 7
play, 12
playing, 4
please, 50
pleasure, 5
plenty, 4
pls, 60
plus, 12
plz, 20
pm, 16
point, 11
police, 9
poor, 6
possible, 5
post, 12
posted, 4
power, 6
ppl, 4
pple, 4
pray, 6
press, 10
pretty, 8
price, 4
princess, 23
prob, 11
probably, 22
problem, 20
project, 10
promise, 8
ps, 4
pub, 9
put, 21
putting, 5
qatar, 4
quality, 4
question, 14
questions, 5
quick, 5
quit, 4
quite, 20
r, 97
rain, 8
raining, 4
rather, 5
rays, 4
rd, 6
re, 8
reach, 20
reached, 5
read, 10
reading, 11
ready, 25
real, 16
really, 58
reason, 8
receive, 5
recently, 4
remember, 23
remove, 4
rent, 8
replied, 4
reply, 33
request, 6
research, 4
rest, 6
right, 67
ring, 8
rite, 11
road, 6
rock, 9
room, 27
roommates, 4
rose, 5
round, 4
rply, 4
rs, 7
ru, 4
run, 18
s, 17
sad, 14
safe, 8
said, 66
same, 32
sat, 19
saturday, 7
save, 4
saw, 13
say, 65
saying, 14
says, 18
sch, 14
school, 14
scream, 5
screaming, 5
sea, 12
search, 13
searching, 4
season, 4
sec, 5
second, 11
secret, 4
sed, 4
see, 89
seeing, 10
seems, 7
seen, 6
sell, 6
semester, 7
send, 92
sending, 8
sense, 6
sent, 45
series, 4
serious, 5
seriously, 7
set, 13
settled, 4
sexy, 9
shall, 23
share, 4
shd, 5
she, 93
shell, 5
shes, 15
shit, 25
shoot, 4
shop, 10
shopping, 13
short, 7
should, 62
shouldnt, 4
show, 13
shower, 6
showing, 7
shows, 5
shuhui, 5
sick, 9
side, 8
sighs, 5
sight, 5
silent, 8
simple, 11
since, 18
single, 4
sir, 24
sis, 13
sister, 12
sit, 5
sitting, 4
situation, 6
slave, 6
sleep, 38
sleeping, 15
slow, 6
slowly, 7
small, 8
smile, 30
smiling, 10
smoke, 16
sms, 10
smth, 7
sn, 4
snow, 9
so, 275
sofa, 6
solve, 4
some, 84
somebody, 7
someone, 35
something, 45
sometimes, 8
somewhere, 7
song, 8
soon, 37
sorry, 112
sort, 6
sound, 7
sounds, 10
south, 4
space, 4
speak, 18
special, 26
spend, 8
spent, 7
spoke, 5
st, 16
stand, 4
start, 23
started, 9
starts, 5
station, 4
stay, 14
staying, 5
still, 107
stop, 26
stopped, 4
story, 15
straight, 4
street, 4
students, 4
study, 6
studying, 5
stuff, 24
style, 6
sucks, 4
sun, 12
sunday, 7
sup, 4
support, 4
supposed, 7
sure, 54
surely, 4
surfing, 4
surprise, 5
sweet, 23
swing, 8
system, 4
take, 71
takes, 8
taking, 10
talk, 30
talking, 8
tampa, 6
tat, 4
teach, 5
teaches, 4
tear, 4
teasing, 5
tel, 9
tell, 74
telling, 11
ten, 10
test, 15
text, 48
texting, 4
texts, 7
th, 30
than, 25
thank, 22
thanks, 41
thanx, 25
that, 346
thats, 68
their, 8
them, 58
then, 160
there, 136
theres, 18
these, 9
they, 82
theyre, 5
thing, 35
things, 33
think, 91
thinkin, 5
thinking, 13
thinks, 4
this, 174
thk, 36
thnk, 6
tho, 11
those, 20
though, 17
thought, 28
three, 4
through, 9
throw, 4
thru, 5
tht, 7
thts, 4
ticket, 5
tickets, 5
til, 17
till, 17
time, 133
times, 18
tired, 9
tis, 4
tmr, 21
today, 84
todays, 6
together, 12
told, 32
tomo, 13
tomorrow, 58
tonight, 32
tonite, 6
too, 75
took, 17
top, 5
tot, 11
touch, 11
tough, 6
towards, 6
town, 17
track, 5
train, 6
training, 5
transaction, 5
treat, 12
tree, 4
tried, 4
trip, 8
trouble, 5
true, 15
trust, 7
truth, 9
try, 30
trying, 17
ttyl, 5
tuesday, 5
tuition, 4
turns, 5
tv, 20
twice, 5
two, 23
txt, 6
type, 9
ugh, 11
ull, 4
umma, 6
uncle, 7
under, 4
understand, 5
unless, 5
unlimited, 4
until, 16
up, 204
ur, 166
ure, 7
urgnt, 4
urn, 4
urself, 5
us, 33
use, 23
used, 9
usf, 6
using, 4
usual, 6
usually, 5
v, 33
valentine, 4
valentines, 7
version, 4
very, 52
via, 8
vijay, 4
visit, 4
vl, 6
voice, 7
w, 9
wah, 4
wait, 43
waiting, 27
wake, 19
waking, 5
walk, 11
walking, 4
wan, 29
wana, 10
wanna, 21
want, 110
wanted, 20
wants, 14
warm, 7
was, 142
wasnt, 6
waste, 5
wat, 69
watch, 22
watching, 23
water, 6
wats, 8
way, 72
we, 212
weak, 4
weather, 5
wed, 7
wednesday, 4
weed, 7
week, 42
weekend, 17
weeks, 4
weight, 6
welcome, 4
well, 91
wen, 16
went, 48
wer, 6
were, 58
weve, 4
what, 168
whatever, 11
whats, 23
when, 199
whenever, 6
where, 75
wheres, 6
which, 34
while, 18
who, 41
whole, 13
whos, 9
why, 49
wid, 14
wif, 15
wife, 18
wil, 10
will, 227
willing, 5
win, 9
wine, 7
wish, 31
wishes, 6
wishing, 7
wit, 7
with, 195
within, 5
without, 20
wiv, 6
wk, 7
wnt, 5
woke, 8
wonder, 9
wonderful, 11
wondering, 5
wont, 38
word, 7
words, 15
work, 67
workin, 5
working, 22
world, 24
worried, 8
worries, 7
worry, 20
worth, 4
wot, 14
would, 55
wow, 6
write, 4
wrong, 9
wun, 6
x, 20
xmas, 13
xx, 4
xxx, 16
xy, 4
y, 24
ya, 40
yahoo, 5
yan, 4
yar, 10
yay, 4
yeah, 58
year, 32
years, 11
yep, 8
yes, 47
yest, 4
yesterday, 15
yet, 39
yo, 28
yoga, 5
yogasana, 5
youclean, 4
youd, 5
youll, 10
your, 289
youre, 34
yours, 6
yourself, 16
youve, 8
yrs, 4
yun, 4
yup, 29
